Arabic Conjugation,Baab Name,Arabic Root,Urdu Translation,Meaning,Fael Text,Number,Gender,Person
تَذْكُرُ,نصر,ذكر,آپ (ایک مرد) یاد کرتے ہو,یاد کرنا,مضارع معروف,واحد,مذکر,حاضر
تَذْكُرَانِ,نصر,ذكر,آپ (دو مرد) یاد کرتے ہو,یاد کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَذْكُرُوْنَ,نصر,ذكر,آپ (سب مرد) یاد کرتے ہو,یاد کرنا,مضارع معروف,جمع,مذکر,حاضر
تَذْكُرِیْنَ,نصر,ذكر,آپ (ایک عورت) یاد کرتی ہو,یاد کرنا,مضارع معروف,واحد,مونث,حاضر
تَذْكُرَانِ,نصر,ذكر,آپ (دو عورتیں) یاد کرتی ہیں,یاد کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَذْكُرْنَ,نصر,ذكر,آپ (سب عورتیں) یاد کرتی ہیں,یاد کرنا,مضارع معروف,جمع,مونث,حاضر
اَذْكُرُ,نصر,ذكر,میں (ایک مرد) یاد کرتا ہوں,یاد کرنا,مضارع معروف,واحد,مذکر,متکلم
نَذْكُرُ,نصر,ذكر,ہم (دو مرد) یاد کرتے ہیں,یاد کرنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَذْكُرُ,نصر,ذكر,ہم (سب مرد) یاد کرتے ہیں,یاد کرنا,مضارع معروف,جمع,مذکر,متکلم
اَذْكُرُ,نصر,ذكر,میں (ایک عورت) یاد کرتی ہوں,یاد کرنا,مضارع معروف,واحد,مونث,متکلم
نَذْكُرُ,نصر,ذكر,ہم (دو عورتیں) یاد کرتی ہیں,یاد کرنا,مضارع معروف,تثنیہ,مونث,متکلم
نَذْكُرُ,نصر,ذكر,ہم (سب عورتیں) یاد کرتی ہیں,یاد کرنا,مضارع معروف,جمع,مونث,متکلم
لَا یَذْكُرُ,نصر,ذكر,وہ (ایک مرد)  نہیں یاد کرتا ہے,یاد کرنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَذْكُرَانِ,نصر,ذكر,وہ (دو مرد)  نہیں یاد کرتے ہیں,یاد کرنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَذْكُرُوْنَ,نصر,ذكر,وہ (سب مرد)  نہیں یاد کرتے ہیں,یاد کرنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَذْكُرُ,نصر,ذكر,وہ (ایک عورت)  نہیں یاد کرتی ہے,یاد کرنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَذْكُرَانِ,نصر,ذكر,وہ (دو عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَذْكُرْنَ,نصر,ذكر,وہ (سب عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَذْكُرُ,نصر,ذكر,آپ (ایک مرد)  نہیں یاد کرتے ہو,یاد کرنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَذْكُرَانِ,نصر,ذكر,آپ (دو مرد)  نہیں یاد کرتے ہو,یاد کرنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَذْكُرُوْنَ,نصر,ذكر,آپ (سب مرد)  نہیں یاد کرتے ہو,یاد کرنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَذْكُرِیْنَ,نصر,ذكر,آپ (ایک عورت)  نہیں یاد کرتی ہو,یاد کرنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَذْكُرَانِ,نصر,ذكر,آپ (دو عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَذْكُرْنَ,نصر,ذكر,آپ (سب عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَذْكُرُ,نصر,ذكر,میں (ایک مرد)  نہیں یاد کرتا ہوں,یاد کرنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَذْكُرُ,نصر,ذكر,ہم (دو مرد)  نہیں یاد کرتے ہیں,یاد کرنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَذْكُرُ,نصر,ذكر,ہم (سب مرد)  نہیں یاد کرتے ہیں,یاد کرنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَذْكُرُ,نصر,ذكر,میں (ایک عورت)  نہیں یاد کرتی ہوں,یاد کرنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَذْكُرُ,نصر,ذكر,ہم (دو عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَذْكُرُ,نصر,ذكر,ہم (سب عورتیں)  نہیں یاد کرتی ہیں,یاد کرنا,مضارع معروف نفی,جمع,مونث,متکلم
فَرَقَ,نصر,فرق,اس (ایک مرد) نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مذکر,غائب
فَرَقَا,نصر,فرق,ان (دو مردوں) نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مذکر,غائب
فَرَقُوْا,نصر,فرق,ان (سب مردوں) نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مذکر,غائب
فَرَقَتْ,نصر,فرق,اس (ایک عورت) نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مونث,غائب
فَرَقَتَا,نصر,فرق,ان (دو عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مونث,غائب
فَرَقْنَ,نصر,فرق,ان (سب عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مونث,غائب
فَرَقْتَ,نصر,فرق,آپ ایک مرد نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مذکر,حاضر
فَرَقْتُمَا,نصر,فرق,آپ دو مردوں نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
فَرَقْتُمْ,نصر,فرق,آپ سب مردوں نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مذکر,حاضر
فَرَقْتِ,نصر,فرق,آپ (ایک عورت) نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مونث,حاضر
فَرَقْتُمَا,نصر,فرق,آپ (دو عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مونث,حاضر
فَرَقْتُنَّ,نصر,فرق,آپ (سب عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مونث,حاضر
فَرَقْتُ,نصر,فرق,میں (ایک مرد) نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مذکر,متکلم
فَرَقْنَا,نصر,فرق,ہم (دو مردوں) نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مذکر,متکلم
فَرَقْنَا,نصر,فرق,ہم (سب مردوں) نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مذکر,متکلم
فَرَقْتُ,نصر,فرق,میں (ایک عورت) نے  الگ کیا,الگ کرنا,ماضی معروف,واحد,مونث,متکلم
فَرَقْنَا,نصر,فرق,ہم (دو عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,تثنیہ,مونث,متکلم
فَرَقْنَا,نصر,فرق,ہم (سب عورتوں) نے  الگ کیا,الگ کرنا,ماضی معروف,جمع,مونث,متکلم
مَا فَرَقَ,نصر,فرق,اس (ایک مرد) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا فَرَقَا,نصر,فرق,ان (دو مردوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا فَرَقُوْا,نصر,فرق,ان (سب مردوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا فَرَقَتْ,نصر,فرق,اس (ایک عورت) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مونث,غائب
مَا فَرَقَتَا,نصر,فرق,ان (دو عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا فَرَقْنَ,نصر,فرق,ان (سب عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مونث,غائب
مَا فَرَقْتَ,نصر,فرق,آپ ایک مرد نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا فَرَقْتُمَا,نصر,فرق,آپ دو مردوں نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا فَرَقْتُمْ,نصر,فرق,آپ سب مردوں نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا فَرَقْتِ,نصر,فرق,آپ (ایک عورت) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا فَرَقْتُمَا,نصر,فرق,آپ (دو عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا فَرَقْتُنَّ,نصر,فرق,آپ (سب عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا فَرَقْتُ,نصر,فرق,میں (ایک مرد) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا فَرَقْنَا,نصر,فرق,ہم (دو مردوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا فَرَقْنَا,نصر,فرق,ہم (سب مردوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا فَرَقْتُ,نصر,فرق,میں (ایک عورت) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا فَرَقْنَا,نصر,فرق,ہم (دو عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا فَرَقْنَا,نصر,فرق,ہم (سب عورتوں) نے  نہیں  الگ کیا,الگ کرنا,ماضی معروف نفی,جمع,مونث,متکلم
یَفْرُقُ,نصر,فرق,وہ (ایک مرد) الگ کرتا ہے,الگ کرنا,مضارع معروف,واحد,مذکر,غائب
یَفْرُقَانِ,نصر,فرق,وہ (دو مرد) الگ کرتے ہیں,الگ کرنا,مضارع معروف,تثنیہ,مذکر,غائب
یَفْرُقُوْنَ,نصر,فرق,وہ (سب مرد) الگ کرتے ہیں,الگ کرنا,مضارع معروف,جمع,مذکر,غائب
تَفْرُقُ,نصر,فرق,وہ (ایک عورت) الگ کرتی ہے,الگ کرنا,مضارع معروف,واحد,مونث,غائب
تَفْرُقَانِ,نصر,فرق,وہ (دو عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,تثنیہ,مونث,غائب
یَفْرُقْنَ,نصر,فرق,وہ (سب عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,جمع,مونث,غائب
تَفْرُقُ,نصر,فرق,آپ (ایک مرد) الگ کرتے ہو,الگ کرنا,مضارع معروف,واحد,مذکر,حاضر
تَفْرُقَانِ,نصر,فرق,آپ (دو مرد) الگ کرتے ہو,الگ کرنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَفْرُقُوْنَ,نصر,فرق,آپ (سب مرد) الگ کرتے ہو,الگ کرنا,مضارع معروف,جمع,مذکر,حاضر
تَفْرُقِیْنَ,نصر,فرق,آپ (ایک عورت) الگ کرتی ہو,الگ کرنا,مضارع معروف,واحد,مونث,حاضر
تَفْرُقَانِ,نصر,فرق,آپ (دو عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,تثنیہ,مونث,حاضر
تَفْرُقْنَ,نصر,فرق,آپ (سب عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,جمع,مونث,حاضر
اَفْرُقُ,نصر,فرق,میں (ایک مرد) الگ کرتا ہوں,الگ کرنا,مضارع معروف,واحد,مذکر,متکلم
نَفْرُقُ,نصر,فرق,ہم (دو مرد) الگ کرتے ہیں,الگ کرنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَفْرُقُ,نصر,فرق,ہم (سب مرد) الگ کرتے ہیں,الگ کرنا,مضارع معروف,جمع,مذکر,متکلم
اَفْرُقُ,نصر,فرق,میں (ایک عورت) الگ کرتی ہوں,الگ کرنا,مضارع معروف,واحد,مونث,متکلم
نَفْرُقُ,نصر,فرق,ہم (دو عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,تثنیہ,مونث,متکلم
نَفْرُقُ,نصر,فرق,ہم (سب عورتیں) الگ کرتی ہیں,الگ کرنا,مضارع معروف,جمع,مونث,متکلم
لَا یَفْرُقُ,نصر,فرق,وہ (ایک مرد)  نہیں الگ کرتا ہے,الگ کرنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَفْرُقَانِ,نصر,فرق,وہ (دو مرد)  نہیں الگ کرتے ہیں,الگ کرنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَفْرُقُوْنَ,نصر,فرق,وہ (سب مرد)  نہیں الگ کرتے ہیں,الگ کرنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَفْرُقُ,نصر,فرق,وہ (ایک عورت)  نہیں الگ کرتی ہے,الگ کرنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَفْرُقَانِ,نصر,فرق,وہ (دو عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَفْرُقْنَ,نصر,فرق,وہ (سب عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَفْرُقُ,نصر,فرق,آپ (ایک مرد)  نہیں الگ کرتے ہو,الگ کرنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَفْرُقَانِ,نصر,فرق,آپ (دو مرد)  نہیں الگ کرتے ہو,الگ کرنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَفْرُقُوْنَ,نصر,فرق,آپ (سب مرد)  نہیں الگ کرتے ہو,الگ کرنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَفْرُقِیْنَ,نصر,فرق,آپ (ایک عورت)  نہیں الگ کرتی ہو,الگ کرنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَفْرُقَانِ,نصر,فرق,آپ (دو عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَفْرُقْنَ,نصر,فرق,آپ (سب عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَفْرُقُ,نصر,فرق,میں (ایک مرد)  نہیں الگ کرتا ہوں,الگ کرنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَفْرُقُ,نصر,فرق,ہم (دو مرد)  نہیں الگ کرتے ہیں,الگ کرنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَفْرُقُ,نصر,فرق,ہم (سب مرد)  نہیں الگ کرتے ہیں,الگ کرنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَفْرُقُ,نصر,فرق,میں (ایک عورت)  نہیں الگ کرتی ہوں,الگ کرنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَفْرُقُ,نصر,فرق,ہم (دو عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَفْرُقُ,نصر,فرق,ہم (سب عورتیں)  نہیں الگ کرتی ہیں,الگ کرنا,مضارع معروف نفی,جمع,مونث,متکلم
نَظَرَ,نصر,نظر,اس (ایک مرد) نے  دیکھا,دیکھنا,ماضی معروف,واحد,مذکر,غائب
نَظَرَا,نصر,نظر,ان (دو مردوں) نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مذکر,غائب
نَظَرُوْا,نصر,نظر,ان (سب مردوں) نے  دیکھا,دیکھنا,ماضی معروف,جمع,مذکر,غائب
نَظَرَتْ,نصر,نظر,اس (ایک عورت) نے  دیکھا,دیکھنا,ماضی معروف,واحد,مونث,غائب
نَظَرَتَا,نصر,نظر,ان (دو عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مونث,غائب
نَظَرْنَ,نصر,نظر,ان (سب عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,جمع,مونث,غائب
نَظَرْتَ,نصر,نظر,آپ ایک مرد نے  دیکھا,دیکھنا,ماضی معروف,واحد,مذکر,حاضر
نَظَرْتُمَا,نصر,نظر,آپ دو مردوں نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مذکر,حاضر
نَظَرْتُمْ,نصر,نظر,آپ سب مردوں نے  دیکھا,دیکھنا,ماضی معروف,جمع,مذکر,حاضر
نَظَرْتِ,نصر,نظر,آپ (ایک عورت) نے  دیکھا,دیکھنا,ماضی معروف,واحد,مونث,حاضر
نَظَرْتُمَا,نصر,نظر,آپ (دو عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مونث,حاضر
نَظَرْتُنَّ,نصر,نظر,آپ (سب عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,جمع,مونث,حاضر
نَظَرْتُ,نصر,نظر,میں (ایک مرد) نے  دیکھا,دیکھنا,ماضی معروف,واحد,مذکر,متکلم
نَظَرْنَا,نصر,نظر,ہم (دو مردوں) نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مذکر,متکلم
نَظَرْنَا,نصر,نظر,ہم (سب مردوں) نے  دیکھا,دیکھنا,ماضی معروف,جمع,مذکر,متکلم
نَظَرْتُ,نصر,نظر,میں (ایک عورت) نے  دیکھا,دیکھنا,ماضی معروف,واحد,مونث,متکلم
نَظَرْنَا,نصر,نظر,ہم (دو عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,تثنیہ,مونث,متکلم
نَظَرْنَا,نصر,نظر,ہم (سب عورتوں) نے  دیکھا,دیکھنا,ماضی معروف,جمع,مونث,متکلم
مَا نَظَرَ,نصر,نظر,اس (ایک مرد) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مذکر,غائب
مَا نَظَرَا,نصر,نظر,ان (دو مردوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مذکر,غائب
مَا نَظَرُوْا,نصر,نظر,ان (سب مردوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مذکر,غائب
مَا نَظَرَتْ,نصر,نظر,اس (ایک عورت) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مونث,غائب
مَا نَظَرَتَا,نصر,نظر,ان (دو عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مونث,غائب
مَا نَظَرْنَ,نصر,نظر,ان (سب عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مونث,غائب
مَا نَظَرْتَ,نصر,نظر,آپ ایک مرد نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مذکر,حاضر
مَا نَظَرْتُمَا,نصر,نظر,آپ دو مردوں نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مذکر,حاضر
مَا نَظَرْتُمْ,نصر,نظر,آپ سب مردوں نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مذکر,حاضر
مَا نَظَرْتِ,نصر,نظر,آپ (ایک عورت) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مونث,حاضر
مَا نَظَرْتُمَا,نصر,نظر,آپ (دو عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مونث,حاضر
مَا نَظَرْتُنَّ,نصر,نظر,آپ (سب عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مونث,حاضر
مَا نَظَرْتُ,نصر,نظر,میں (ایک مرد) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مذکر,متکلم
مَا نَظَرْنَا,نصر,نظر,ہم (دو مردوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مذکر,متکلم
مَا نَظَرْنَا,نصر,نظر,ہم (سب مردوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مذکر,متکلم
مَا نَظَرْتُ,نصر,نظر,میں (ایک عورت) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,واحد,مونث,متکلم
مَا نَظَرْنَا,نصر,نظر,ہم (دو عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,تثنیہ,مونث,متکلم
مَا نَظَرْنَا,نصر,نظر,ہم (سب عورتوں) نے  نہیں  دیکھا,دیکھنا,ماضی معروف نفی,جمع,مونث,متکلم
یَنْظُرُ,نصر,نظر,وہ (ایک مرد) دیکھتا ہے,دیکھنا,مضارع معروف,واحد,مذکر,غائب
یَنْظُرَانِ,نصر,نظر,وہ (دو مرد) دیکھتے ہیں,دیکھنا,مضارع معروف,تثنیہ,مذکر,غائب
یَنْظُرُوْنَ,نصر,نظر,وہ (سب مرد) دیکھتے ہیں,دیکھنا,مضارع معروف,جمع,مذکر,غائب
تَنْظُرُ,نصر,نظر,وہ (ایک عورت) دیکھتی ہے,دیکھنا,مضارع معروف,واحد,مونث,غائب
تَنْظُرَانِ,نصر,نظر,وہ (دو عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,تثنیہ,مونث,غائب
یَنْظُرْنَ,نصر,نظر,وہ (سب عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,جمع,مونث,غائب
تَنْظُرُ,نصر,نظر,آپ (ایک مرد) دیکھتے ہو,دیکھنا,مضارع معروف,واحد,مذکر,حاضر
تَنْظُرَانِ,نصر,نظر,آپ (دو مرد) دیکھتے ہو,دیکھنا,مضارع معروف,تثنیہ,مذکر,حاضر
تَنْظُرُوْنَ,نصر,نظر,آپ (سب مرد) دیکھتے ہو,دیکھنا,مضارع معروف,جمع,مذکر,حاضر
تَنْظُرِیْنَ,نصر,نظر,آپ (ایک عورت) دیکھتی ہو,دیکھنا,مضارع معروف,واحد,مونث,حاضر
تَنْظُرَانِ,نصر,نظر,آپ (دو عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,تثنیہ,مونث,حاضر
تَنْظُرْنَ,نصر,نظر,آپ (سب عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,جمع,مونث,حاضر
اَنْظُرُ,نصر,نظر,میں (ایک مرد) دیکھتا ہوں,دیکھنا,مضارع معروف,واحد,مذکر,متکلم
نَنْظُرُ,نصر,نظر,ہم (دو مرد) دیکھتے ہیں,دیکھنا,مضارع معروف,تثنیہ,مذکر,متکلم
نَنْظُرُ,نصر,نظر,ہم (سب مرد) دیکھتے ہیں,دیکھنا,مضارع معروف,جمع,مذکر,متکلم
اَنْظُرُ,نصر,نظر,میں (ایک عورت) دیکھتی ہوں,دیکھنا,مضارع معروف,واحد,مونث,متکلم
نَنْظُرُ,نصر,نظر,ہم (دو عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,تثنیہ,مونث,متکلم
نَنْظُرُ,نصر,نظر,ہم (سب عورتیں) دیکھتی ہیں,دیکھنا,مضارع معروف,جمع,مونث,متکلم
لَا یَنْظُرُ,نصر,نظر,وہ (ایک مرد)  نہیں دیکھتا ہے,دیکھنا,مضارع معروف نفی,واحد,مذکر,غائب
لَا یَنْظُرَانِ,نصر,نظر,وہ (دو مرد)  نہیں دیکھتے ہیں,دیکھنا,مضارع معروف نفی,تثنیہ,مذکر,غائب
لَا یَنْظُرُوْنَ,نصر,نظر,وہ (سب مرد)  نہیں دیکھتے ہیں,دیکھنا,مضارع معروف نفی,جمع,مذکر,غائب
لَا تَنْظُرُ,نصر,نظر,وہ (ایک عورت)  نہیں دیکھتی ہے,دیکھنا,مضارع معروف نفی,واحد,مونث,غائب
لَا تَنْظُرَانِ,نصر,نظر,وہ (دو عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,تثنیہ,مونث,غائب
لَا یَنْظُرْنَ,نصر,نظر,وہ (سب عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,جمع,مونث,غائب
لَا تَنْظُرُ,نصر,نظر,آپ (ایک مرد)  نہیں دیکھتے ہو,دیکھنا,مضارع معروف نفی,واحد,مذکر,حاضر
لَا تَنْظُرَانِ,نصر,نظر,آپ (دو مرد)  نہیں دیکھتے ہو,دیکھنا,مضارع معروف نفی,تثنیہ,مذکر,حاضر
لَا تَنْظُرُوْنَ,نصر,نظر,آپ (سب مرد)  نہیں دیکھتے ہو,دیکھنا,مضارع معروف نفی,جمع,مذکر,حاضر
لَا تَنْظُرِیْنَ,نصر,نظر,آپ (ایک عورت)  نہیں دیکھتی ہو,دیکھنا,مضارع معروف نفی,واحد,مونث,حاضر
لَا تَنْظُرَانِ,نصر,نظر,آپ (دو عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,تثنیہ,مونث,حاضر
لَا تَنْظُرْنَ,نصر,نظر,آپ (سب عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,جمع,مونث,حاضر
لَا اَنْظُرُ,نصر,نظر,میں (ایک مرد)  نہیں دیکھتا ہوں,دیکھنا,مضارع معروف نفی,واحد,مذکر,متکلم
لَا نَنْظُرُ,نصر,نظر,ہم (دو مرد)  نہیں دیکھتے ہیں,دیکھنا,مضارع معروف نفی,تثنیہ,مذکر,متکلم
لَا نَنْظُرُ,نصر,نظر,ہم (سب مرد)  نہیں دیکھتے ہیں,دیکھنا,مضارع معروف نفی,جمع,مذکر,متکلم
لَا اَنْظُرُ,نصر,نظر,میں (ایک عورت)  نہیں دیکھتی ہوں,دیکھنا,مضارع معروف نفی,واحد,مونث,متکلم
لَا نَنْظُرُ,نصر,نظر,ہم (دو عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,تثنیہ,مونث,متکلم
لَا نَنْظُرُ,نصر,نظر,ہم (سب عورتیں)  نہیں دیکھتی ہیں,دیکھنا,مضارع معروف نفی,جمع,مونث,متکلم
شَكَرَ,نصر,شكر,اس (ایک مرد) نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مذکر,غائب
شَكَرَا,نصر,شكر,ان (دو مردوں) نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مذکر,غائب
شَكَرُوْا,نصر,شكر,ان (سب مردوں) نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مذکر,غائب
شَكَرَتْ,نصر,شكر,اس (ایک عورت) نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مونث,غائب
شَكَرَتَا,نصر,شكر,ان (دو عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مونث,غائب
شَكَرْنَ,نصر,شكر,ان (سب عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مونث,غائب
شَكَرْتَ,نصر,شكر,آپ ایک مرد نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مذکر,حاضر
شَكَرْتُمَا,نصر,شكر,آپ دو مردوں نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مذکر,حاضر
شَكَرْتُمْ,نصر,شكر,آپ سب مردوں نے  شکر کیا,شکر کرنا,ماضی معروف,جمع,مذکر,حاضر
شَكَرْتِ,نصر,شكر,آپ (ایک عورت) نے  شکر کیا,شکر کرنا,ماضی معروف,واحد,مونث,حاضر
شَكَرْتُمَا,نصر,شكر,آپ (دو عورتوں) نے  شکر کیا,شکر کرنا,ماضی معروف,تثنیہ,مونث,حاضر
